                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4351,                 4.2639,                 2.5289,                 1.6625,                0.01667,                      1,                0.73615,                0.23195,                0.01667,                      1,                0.73615,                0.35305,                 1.0046,                 3.3371,                 2.6002,                  1.493,                 0.0003,                 0.0003,                 0.0003
                      2,                0.93603,                 2.2174,                 1.4128,                 1.2618,                0.78658,                0.74633,                0.70948,                0.27996,                0.77562,                    0.6,                0.78948,                0.36444,                 1.8129,                 2.4848,                 2.2279,                 2.5652,             0.00061386,             0.00061386,             0.00061386
                      3,                0.89221,                 2.1386,                 1.2561,                 1.2288,                0.95995,                    0.6,                 0.8204,                0.40219,                0.53938,                      1,                0.67373,                0.33755,                 1.1438,                 7.3362,                 2.2537,                 1.7206,             0.00092139,             0.00092139,             0.00092139
                      4,                0.86383,                 2.1441,                 1.2077,                 1.2073,                0.93025,                    0.4,                0.51239,                0.31931,                0.45125,                    0.2,                0.12515,                 0.0343,                 1.8405,                 5.8244,                  2.156,                  2.105,              0.0012226,              0.0012226,              0.0012226
                      5,                0.85535,                 2.0237,                 1.1698,                 1.1966,                0.88117,                    0.4,                0.52779,                0.34156,                0.49221,                    0.2,                0.26504,                0.19787,                 1.3057,                 7.3609,                 2.0587,                  1.504,              0.0015174,              0.0015174,              0.0015174
                      6,                0.82962,                 2.0537,                 1.1332,                 1.1714,                0.92896,                    0.8,                0.93786,                0.60639,                 0.7874,                    0.8,                 0.7164,                0.44664,                 1.3383,                 4.5756,                  1.247,                 1.7764,               0.001806,               0.001806,               0.001806
                      7,                0.86438,                  2.029,                 1.1383,                 1.1952,                0.56348,                    0.8,                0.68716,                0.30549,                0.56348,                    0.8,                0.71924,                0.32486,                 1.8225,                 3.0957,                 1.5806,                 2.4426,              0.0018812,              0.0018812,              0.0018812
                      8,                0.83997,                  2.062,                  1.096,                 1.1783,                0.93703,                    0.6,                  0.795,                0.48553,                0.93703,                    0.6,                0.80929,                0.38423,                  1.105,                 3.3129,                 1.6113,                 1.5881,              0.0018812,              0.0018812,              0.0018812
                      9,                0.82199,                 1.9479,                 1.0738,                 1.1862,                      1,                 0.5991,                0.78621,                0.44919,                      1,                 0.5991,                0.78621,                0.50414,                 1.3677,                 2.9429,                 1.2189,                 1.8021,              0.0018614,              0.0018614,              0.0018614
                     10,                0.81528,                 1.9191,                 1.0446,                 1.1585,                0.35611,                    0.6,                0.44838,                0.24285,                0.88953,                    0.2,                0.19635,                0.11781,                 2.0428,                 8.5398,                 1.8567,                 2.3793,              0.0018416,              0.0018416,              0.0018416
                     11,                0.78101,                 1.8876,                 1.0184,                 1.1551,                0.93592,                    0.8,                0.81628,                0.57892,                0.93592,                    0.8,                  0.835,                0.48141,                 1.1452,                  3.107,                 1.3264,                 1.4751,              0.0018218,              0.0018218,              0.0018218
                     12,                0.77961,                 1.8436,                0.99132,                 1.1493,                0.90073,                      1,                  0.995,                0.64855,                0.90073,                      1,                  0.995,                0.40079,                 1.0633,                 2.8493,                 1.2788,                 1.4072,               0.001802,               0.001802,               0.001802
                     13,                0.76257,                 1.8657,                 0.9823,                 1.1317,                      1,                 0.9362,                  0.995,                0.68425,                      1,                 0.9362,                  0.995,                0.47163,                0.93102,                 2.9026,                 1.1911,                  1.368,              0.0017822,              0.0017822,              0.0017822
                     14,                0.74913,                 1.8094,                0.97073,                 1.1191,                      1,                0.93801,                  0.995,                0.61754,                      1,                0.93801,                  0.995,                0.67079,                 1.0303,                 1.8745,                 1.2385,                 1.6212,              0.0017624,              0.0017624,              0.0017624
                     15,                 0.7192,                 1.8256,                0.95045,                 1.1158,                      1,                0.98377,                  0.995,                 0.7432,                      1,                0.98377,                  0.995,                 0.7682,                 1.1263,                 1.4184,                0.86855,                 1.7119,              0.0017426,              0.0017426,              0.0017426
                     16,                0.77873,                 1.8491,                0.97459,                 1.1382,                 0.8146,                      1,                0.92833,                 0.7595,                 0.8146,                      1,                0.92833,                0.72429,                0.74882,                 1.3989,                0.76408,                 1.1808,              0.0017228,              0.0017228,              0.0017228
                     17,                 0.7229,                 1.7869,                0.93867,                 1.1137,                0.94262,                    0.8,                0.93786,                0.70736,                0.94262,                    0.8,                0.96167,                0.82361,                0.83872,                 1.1371,                 0.8553,                 1.2036,               0.001703,               0.001703,               0.001703
                     18,                0.70438,                 1.8054,                0.92947,                 1.0971,                0.98355,                      1,                  0.995,                0.78111,                0.98355,                      1,                  0.995,                 0.9352,                 0.7781,                 1.1031,                0.85421,                 1.1483,              0.0016832,              0.0016832,              0.0016832
                     19,                0.70623,                 1.7484,                0.91548,                 1.0972,                0.98546,                      1,                  0.995,                0.66184,                0.98546,                      1,                  0.995,                0.75951,                0.88467,                 1.8559,                0.71828,                 1.2665,              0.0016634,              0.0016634,              0.0016634
                     20,                0.71429,                 1.7546,                0.90781,                 1.1089,                0.99228,                      1,                  0.995,                0.89183,                0.99228,                      1,                  0.995,                0.78838,                0.58483,                 1.7876,                 0.6006,                 1.0536,              0.0016436,              0.0016436,              0.0016436
                     21,                0.69514,                 1.7305,                  0.899,                 1.0972,                      1,                0.78286,                0.93786,                0.68099,                0.83314,                0.99885,                0.96167,                0.59259,                0.86212,                 2.5356,                0.85809,                 1.2509,              0.0016238,              0.0016238,              0.0016238
                     22,                0.70752,                 1.7861,                0.90571,                 1.1005,                0.98015,                      1,                  0.995,                0.78083,                0.98015,                      1,                  0.995,                0.74547,                0.79981,                 1.3561,                 0.8403,                 1.2461,               0.001604,               0.001604,               0.001604
                     23,                0.70613,                 1.7504,                0.89912,                 1.1044,                      1,                0.98903,                  0.995,                0.83271,                      1,                0.98903,                  0.995,                0.85098,                 0.6803,                0.90801,                0.71067,                 1.1663,              0.0015842,              0.0015842,              0.0015842
                     24,                 0.7016,                 1.6735,                 0.8778,                 1.1053,                0.95527,                      1,                  0.995,                0.74544,                0.95527,                      1,                  0.995,                0.70777,                0.96254,                 1.6983,                0.72884,                 1.2883,              0.0015644,              0.0015644,              0.0015644
                     25,                0.66038,                 1.6876,                0.85351,                 1.0746,                0.80137,                      1,                0.96167,                0.81662,                0.80137,                      1,                0.96167,                0.67455,                 0.7869,                    1.9,                0.85547,                 1.2374,              0.0015446,              0.0015446,              0.0015446
                     26,                 0.6604,                 1.7061,                0.86563,                 1.0823,                0.98782,                      1,                  0.995,                0.81725,                0.98782,                      1,                  0.995,                0.92495,                0.67727,                0.80535,                0.53646,                 1.0857,              0.0015248,              0.0015248,              0.0015248
                     27,                0.68561,                 1.6847,                0.84778,                 1.0865,                0.88906,                      1,                  0.995,                0.80912,                0.88906,                      1,                  0.995,                0.78455,                0.69716,                 1.4458,                0.82107,                 1.0994,               0.001505,               0.001505,               0.001505
                     28,                0.66573,                 1.7305,                0.85844,                  1.077,                0.99193,                      1,                  0.995,                0.76924,                0.99193,                      1,                  0.995,                0.62599,                0.63978,                 1.8869,                0.81121,                 1.0604,              0.0014852,              0.0014852,              0.0014852
                     29,                0.65931,                 1.6281,                0.82173,                 1.0656,                0.81927,                      1,                0.86167,                0.78743,                0.81927,                      1,                0.86167,                0.75037,                0.53476,                0.99363,                0.62341,                 1.0538,              0.0014654,              0.0014654,              0.0014654
                     30,                0.64551,                 1.6165,                0.84016,                 1.0705,                0.98749,                      1,                  0.995,                0.83807,                0.98749,                      1,                  0.995,                0.75613,                 0.6572,                 1.4898,                0.69417,                 1.1152,              0.0014456,              0.0014456,              0.0014456
                     31,                0.64286,                 1.6279,                0.81758,                 1.0717,                      1,                0.99634,                  0.995,                0.86432,                      1,                0.99634,                  0.995,                0.86692,                0.64997,                 1.0716,                0.59751,                 1.1531,              0.0014258,              0.0014258,              0.0014258
                     32,                0.64149,                 1.6444,                0.80383,                 1.0769,                0.99847,                    0.8,                   0.92,                0.67954,                      1,                0.98138,                  0.995,                0.86147,                0.72988,                 1.5873,                0.94581,                  1.133,               0.001406,               0.001406,               0.001406
                     33,                0.63909,                 1.5745,                 0.8195,                 1.0656,                      1,                0.97098,                  0.995,                0.84306,                      1,                0.97098,                  0.995,                0.83679,                  0.661,                 1.4505,                0.79129,                 1.1303,              0.0013862,              0.0013862,              0.0013862
                     34,                0.63455,                 1.5992,                0.81102,                 1.0626,                0.83184,                0.99103,                0.96167,                0.61838,                0.83184,                0.99103,                0.96167,                0.85645,                0.88038,                 1.0109,                0.76612,                 1.3474,              0.0013664,              0.0013664,              0.0013664
                     35,                0.64501,                 1.6548,                0.80807,                 1.0682,                0.96776,                      1,                  0.995,                0.76688,                0.96776,                      1,                  0.995,                0.90978,                0.70279,                0.76087,                0.61437,                 1.0965,              0.0013466,              0.0013466,              0.0013466
                     36,                 0.6265,                 1.5381,                0.78458,                 1.0594,                      1,                  0.798,                   0.92,                0.69386,                      1,                  0.798,                0.96167,                 0.8524,                0.67341,                 1.0602,                0.92636,                 1.1431,              0.0013268,              0.0013268,              0.0013268
                     37,                0.63031,                 1.5906,                0.79645,                 1.0654,                0.80214,                      1,                0.92833,                0.55783,                0.80214,                      1,                0.92833,                0.67052,                 1.0615,                 1.3585,                0.92292,                 1.6961,               0.001307,               0.001307,               0.001307
                     38,                0.61575,                 1.6253,                0.80123,                 1.0564,                 0.8438,                    0.8,                0.96167,                0.72981,                 0.8438,                    0.8,                0.96167,                0.74331,                0.74201,                 1.5947,                0.80944,                 1.1277,              0.0012872,              0.0012872,              0.0012872
                     39,                0.63334,                 1.6285,                0.78732,                 1.0671,                0.97427,                      1,                  0.995,                0.69493,                0.97427,                      1,                  0.995,                0.86195,                0.80197,                 1.0864,                0.80486,                 1.1905,              0.0012674,              0.0012674,              0.0012674
                     40,                0.62914,                 1.5575,                0.77784,                 1.0641,                0.97998,                      1,                  0.995,                0.79567,                0.97998,                      1,                  0.995,                 0.8984,                0.66007,                0.80533,                0.69244,                 1.0468,              0.0012476,              0.0012476,              0.0012476
                     41,                  0.601,                 1.5716,                0.76132,                 1.0472,                0.95712,                      1,                  0.995,                0.82158,                0.95712,                      1,                  0.995,                 0.9494,                  0.579,                0.74527,                0.60767,                 1.0543,              0.0012278,              0.0012278,              0.0012278
                     42,                0.60904,                 1.5458,                0.76796,                 1.0542,                0.83217,                  0.993,                0.92833,                0.80448,                      1,                0.76797,                0.93786,                0.86037,                0.52741,                0.83844,                0.70864,                 1.0146,               0.001208,               0.001208,               0.001208
                     43,                0.60995,                  1.516,                0.74389,                 1.0444,                      1,                0.97911,                  0.995,                0.81898,                      1,                0.97911,                  0.995,                0.92595,                0.59981,                0.83552,                0.55974,                 1.0156,              0.0011882,              0.0011882,              0.0011882
                     44,                0.59712,                 1.5529,                0.76022,                 1.0392,                 0.6989,                    0.8,                0.82611,                0.68103,                      1,                  0.897,                  0.995,                 0.9163,                0.48205,                0.98804,                0.88178,                0.98785,              0.0011684,              0.0011684,              0.0011684
                     45,                0.60637,                 1.5643,                0.73288,                 1.0461,                0.80215,                      1,                0.96167,                0.78901,                0.80215,                      1,                0.96167,                0.93068,                0.55751,                0.65588,                0.82714,                0.97274,              0.0011486,              0.0011486,              0.0011486
                     46,                 0.5991,                 1.5069,                0.74721,                 1.0428,                      1,                0.98453,                  0.995,                0.79313,                      1,                0.98453,                  0.995,                0.75617,                 0.5808,                 1.7836,                0.70224,                 1.0142,              0.0011288,              0.0011288,              0.0011288
                     47,                0.58385,                 1.4535,                0.72685,                 1.0401,                      1,                0.98676,                  0.995,                0.72399,                      1,                0.98676,                  0.995,                0.81237,                0.81676,                  1.081,                 0.7648,                 1.1652,               0.001109,               0.001109,               0.001109
                     48,                 0.5914,                 1.5245,                0.72572,                 1.0381,                0.82883,                0.97301,                0.92833,                0.70498,                 0.9855,                      1,                  0.995,                 0.8448,                0.56283,                 1.0918,                0.87756,                 1.0378,              0.0010892,              0.0010892,              0.0010892
                     49,                0.58253,                 1.5305,                0.73921,                 1.0351,                0.76113,                      1,                0.92833,                 0.8602,                0.80542,                0.83251,                0.96167,                 0.9242,                0.41174,                0.79096,                0.59705,                0.97493,              0.0010694,              0.0010694,              0.0010694
                     50,                0.58572,                 1.5305,                0.73169,                 1.0378,                      1,                0.99139,                  0.995,                 0.7456,                      1,                0.99139,                  0.995,                0.85607,                0.76791,                 1.2202,                0.78968,                  1.105,              0.0010496,              0.0010496,              0.0010496
                     51,                0.58875,                 1.4579,                0.68297,                 1.0364,                0.96732,                      1,                  0.995,                0.69589,                0.96732,                      1,                  0.995,                0.89125,                0.94122,                0.87658,                0.62353,                  1.683,              0.0010298,              0.0010298,              0.0010298
                     52,                0.58254,                 1.4576,                0.69594,                 1.0372,                      1,                0.93012,                  0.995,                0.57706,                      1,                0.93012,                  0.995,                0.87156,                 1.0085,                0.96242,                0.94146,                 1.8707,                0.00101,                0.00101,                0.00101
                     53,                0.57441,                 1.4671,                0.70119,                 1.0255,                0.97836,                      1,                  0.995,                0.69065,                0.97836,                      1,                  0.995,                0.85767,                 1.0307,                 1.0904,                0.66626,                 1.8673,              0.0009902,              0.0009902,              0.0009902
                     54,                0.56082,                 1.4692,                0.69411,                 1.0185,                0.96753,                    0.8,                   0.92,                0.48666,                0.98989,                      1,                  0.995,                0.88425,                 1.3737,                0.82199,                 1.2973,                 2.4479,              0.0009704,              0.0009704,              0.0009704
                     55,                0.57068,                 1.4663,                0.68156,                 1.0248,                      1,                0.76438,                  0.895,                 0.6011,                0.97734,                      1,                  0.995,                0.83015,                0.80932,                 0.9477,                 1.3414,                 1.3534,              0.0009506,              0.0009506,              0.0009506
                     56,                0.56098,                 1.4394,                0.67725,                 1.0244,                0.99277,                      1,                  0.995,                0.65384,                0.99277,                      1,                  0.995,                0.91276,                 1.0776,                0.76418,                0.85041,                  1.822,              0.0009308,              0.0009308,              0.0009308
                     57,                 0.5627,                 1.4566,                 0.6819,                 1.0301,                0.99263,                      1,                  0.995,                0.69677,                0.99263,                      1,                  0.995,                0.91899,                0.90673,                0.80834,                0.84174,                 1.2597,               0.000911,               0.000911,               0.000911
                     58,                0.56679,                 1.5155,                0.69284,                 1.0265,                 0.9887,                      1,                  0.995,                0.71706,                 0.9887,                      1,                  0.995,                  0.931,                0.64998,                0.87801,                0.88457,                 1.1418,              0.0008912,              0.0008912,              0.0008912
                     59,                0.54811,                 1.4163,                0.65188,                 1.0122,                0.82664,                      1,                0.96167,                0.57532,                      1,                 0.9999,                  0.995,                0.92564,                 1.1373,                0.82624,                 1.1879,                 1.9485,              0.0008714,              0.0008714,              0.0008714
                     60,                0.55968,                 1.4236,                0.65132,                 1.0184,                0.82451,                      1,                0.96167,                0.87804,                0.82451,                      1,                0.96167,                0.89095,                 0.4828,                0.96499,                0.61371,                0.99862,              0.0008516,              0.0008516,              0.0008516
                     61,                0.55096,                  1.415,                0.65934,                 1.0241,                0.83293,                0.99761,                0.92833,                0.56688,                0.98225,                      1,                  0.995,                0.86211,                 1.0335,                 1.1127,                0.96248,                 1.8861,              0.0008318,              0.0008318,              0.0008318
                     62,                0.53008,                 1.4378,                0.66081,                 1.0025,                0.83222,                0.99333,                0.96167,                0.61105,                0.98802,                      1,                  0.995,                0.92634,                 1.1001,                0.73554,                0.95644,                 1.7452,               0.000812,               0.000812,               0.000812
                     63,                0.54122,                  1.454,                0.64517,                 1.0195,                0.99093,                      1,                  0.995,                0.83977,                0.99093,                      1,                  0.995,                0.95608,                0.41813,                0.78383,                0.63171,                0.95647,              0.0007922,              0.0007922,              0.0007922
                     64,                0.54057,                 1.4725,                0.65456,                  1.007,                0.98834,                      1,                  0.995,                0.81054,                0.98834,                      1,                  0.995,                0.94858,                 0.6031,                0.71126,                0.75118,                 1.0399,              0.0007724,              0.0007724,              0.0007724
                     65,                0.54722,                 1.4159,                0.65015,                 1.0162,                0.98907,                      1,                  0.995,                0.73171,                0.98907,                      1,                  0.995,                0.93726,                0.63329,                0.72276,                0.88428,                 1.1242,              0.0007526,              0.0007526,              0.0007526
                     66,                 0.5385,                 1.4908,                0.65573,                 1.0108,                0.98579,                      1,                  0.995,                0.66885,                0.98579,                      1,                  0.995,                 0.8912,                0.91069,                0.87319,                0.78457,                 1.5897,              0.0007328,              0.0007328,              0.0007328
                     67,                 0.5209,                 1.3712,                0.61396,                 1.0027,                0.98481,                      1,                  0.995,                0.67078,                0.98481,                      1,                  0.995,                0.91265,                0.93825,                0.64464,                0.90723,                 1.6761,               0.000713,               0.000713,               0.000713
                     68,                0.53511,                 1.4146,                0.61805,                 1.0042,                0.79727,                0.78906,                   0.88,                 0.7375,                      1,                0.97906,                  0.995,                0.93993,                0.63832,                0.72802,                0.89898,                 1.1408,              0.0006932,              0.0006932,              0.0006932
                     69,                0.54048,                 1.4203,                0.62966,                 1.0095,                      1,                 0.9876,                  0.995,                0.71997,                      1,                 0.9876,                  0.995,                0.94675,                0.89959,                0.77646,                0.61651,                 1.7632,              0.0006734,              0.0006734,              0.0006734
                     70,                0.50632,                 1.4052,                0.60364,                0.99524,                0.71101,                0.98625,                0.83071,                 0.6994,                 0.8209,                      1,                0.96167,                0.80975,                0.52592,                 1.0352,                 1.1701,                0.98866,              0.0006536,              0.0006536,              0.0006536
                     71,                0.52034,                  1.377,                 0.6028,                 1.0029,                0.98463,                      1,                  0.995,                0.72498,                0.98463,                      1,                  0.995,                0.94353,                 1.0489,                0.65388,                 0.7691,                 1.7139,              0.0006338,              0.0006338,              0.0006338
                     72,                0.51862,                  1.383,                 0.6013,                0.99915,                0.98542,                      1,                  0.995,                0.79148,                0.98542,                      1,                  0.995,                0.92456,                0.58502,                0.79058,                 0.9376,                 1.0507,               0.000614,               0.000614,               0.000614
                     73,                0.51872,                 1.4295,                0.60261,                  1.003,                0.83191,                0.99149,                0.96167,                0.68815,                0.98919,                      1,                  0.995,                   0.83,                0.88756,                 1.0849,                 1.3347,                 1.5856,              0.0005942,              0.0005942,              0.0005942
                     74,                0.50642,                 1.3721,                0.56716,                0.98752,                0.83298,                      1,                0.96167,                0.54271,                0.99331,                      1,                  0.995,                0.92726,                 1.3852,                0.65296,                 1.0194,                 2.3768,              0.0005744,              0.0005744,              0.0005744
                     75,                0.50842,                 1.3572,                0.57707,                0.98805,                0.99734,                      1,                  0.995,                0.70638,                0.99734,                      1,                  0.995,                0.93493,                0.90287,                0.71863,                0.83514,                 1.7058,              0.0005546,              0.0005546,              0.0005546
                     76,                0.50315,                 1.3783,                0.58333,                0.98921,                0.96679,                      1,                  0.995,                 0.8178,                0.96679,                      1,                  0.995,                 0.9498,                0.46048,                0.63957,                0.91524,                0.97185,              0.0005348,              0.0005348,              0.0005348
                     77,                 0.5039,                 1.3906,                0.57657,                0.98633,                0.95996,                      1,                  0.995,                0.88051,                0.95996,                      1,                  0.995,                0.93431,                0.55583,                 0.7449,                 0.7239,                 1.0299,               0.000515,               0.000515,               0.000515
                     78,                0.49039,                 1.3261,                0.55581,                0.98746,                0.98957,                      1,                  0.995,                0.66258,                0.98957,                      1,                  0.995,                0.92821,                 1.0877,                0.66106,                  0.903,                  2.272,              0.0004952,              0.0004952,              0.0004952
                     79,                0.50521,                 1.3311,                0.57284,                0.99974,                0.98863,                      1,                  0.995,                0.65589,                0.98863,                      1,                  0.995,                0.93378,                 1.0926,                0.78921,                0.84097,                 1.9976,              0.0004754,              0.0004754,              0.0004754
                     80,                0.49585,                 1.3497,                0.56971,                 0.9886,                0.98962,                      1,                  0.995,                0.64529,                0.98962,                      1,                  0.995,                0.88866,                 1.2526,                0.83801,                0.91677,                 2.2471,              0.0004556,              0.0004556,              0.0004556
                     81,                0.48375,                 1.3537,                0.55687,                0.98397,                0.99016,                      1,                  0.995,                0.65846,                0.99016,                      1,                  0.995,                0.85249,                 1.2049,                0.83114,                0.71778,                 2.0853,              0.0004358,              0.0004358,              0.0004358
                     82,                0.50124,                 1.3056,                0.55221,                0.98818,                0.99093,                      1,                  0.995,                0.64156,                0.99093,                      1,                  0.995,                0.93896,                 1.2387,                0.62019,                0.87785,                  2.182,               0.000416,               0.000416,               0.000416
                     83,                0.49144,                 1.3242,                0.56107,                0.98504,                0.98435,                      1,                  0.995,                0.75799,                0.98435,                      1,                  0.995,                 0.9449,                0.91945,                0.66279,                0.78201,                 1.8819,              0.0003962,              0.0003962,              0.0003962
                     84,                0.48318,                  1.321,                0.55752,                0.98406,                0.98908,                      1,                  0.995,                0.68756,                0.98908,                      1,                  0.995,                0.92393,                 1.0228,                0.82815,                0.86486,                 2.0563,              0.0003764,              0.0003764,              0.0003764
                     85,                0.48329,                 1.3221,                0.54386,                0.97193,                0.98974,                      1,                  0.995,                0.75464,                0.98974,                      1,                  0.995,                0.88917,                0.87114,                0.84193,                0.92144,                 1.5925,              0.0003566,              0.0003566,              0.0003566
                     86,                 0.4882,                 1.3164,                0.53037,                0.98601,                0.99109,                      1,                  0.995,                0.67864,                0.99109,                      1,                  0.995,                0.88281,                 1.2506,                0.67699,                0.78947,                 2.2559,              0.0003368,              0.0003368,              0.0003368
                     87,                0.48655,                 1.3181,                0.54511,                0.99185,                0.98991,                      1,                  0.995,                0.66983,                0.98991,                      1,                  0.995,                0.89214,                 1.1998,                0.72179,                0.77471,                 2.1941,               0.000317,               0.000317,               0.000317
                     88,                0.48039,                 1.3562,                0.53313,                0.97991,                0.99053,                      1,                  0.995,                0.68147,                0.99053,                      1,                  0.995,                0.82571,                 1.2083,                0.84739,                  0.805,                 2.1926,              0.0002972,              0.0002972,              0.0002972
                     89,                0.46479,                 1.3058,                0.51639,                0.96743,                0.99119,                      1,                  0.995,                0.61631,                0.99119,                      1,                  0.995,                0.90047,                 1.2423,                0.67823,                0.77043,                 2.2988,              0.0002774,              0.0002774,              0.0002774
                     90,                 0.4684,                 1.2893,                0.52089,                0.97471,                0.99203,                      1,                  0.995,                 0.7489,                0.99203,                      1,                  0.995,                0.85281,                 1.1276,                0.88105,                0.77003,                 2.1393,              0.0002576,              0.0002576,              0.0002576
                     91,                0.40611,                 1.2183,                0.59552,                0.97326,                0.99035,                      1,                  0.995,                0.73676,                0.99035,                      1,                  0.995,                 0.8786,                 1.0702,                0.87258,                0.80823,                 2.1993,              0.0002378,              0.0002378,              0.0002378
                     92,                0.38359,                 1.1323,                0.52622,                0.95347,                0.98851,                      1,                  0.995,                0.67644,                0.98851,                      1,                  0.995,                0.88989,                0.96141,                0.60818,                0.83438,                 1.7699,               0.000218,               0.000218,               0.000218
                     93,                 0.3683,                 1.0902,                0.46647,                0.94124,                0.98961,                      1,                  0.995,                0.62701,                0.98961,                      1,                  0.995,                0.89853,                 1.0091,                 0.6525,                0.84524,                 2.0585,              0.0001982,              0.0001982,              0.0001982
                     94,                0.36025,                 1.0532,                0.45712,                0.94106,                0.99047,                      1,                  0.995,                 0.6857,                0.99047,                      1,                  0.995,                0.87378,                0.97584,                0.76418,                0.79508,                 1.8981,              0.0001784,              0.0001784,              0.0001784
                     95,                0.33965,                 1.0451,                0.43466,                0.92285,                0.99064,                      1,                  0.995,                0.68331,                0.99064,                      1,                  0.995,                0.75108,                 1.1486,                 1.0215,                0.82919,                 2.0381,              0.0001586,              0.0001586,              0.0001586
                     96,                0.35146,                  1.053,                0.43266,                0.93985,                0.99013,                      1,                  0.995,                0.71438,                0.99013,                      1,                  0.995,                 0.8305,                 1.2055,                0.95196,                0.77936,                 2.0996,              0.0001388,              0.0001388,              0.0001388
                     97,                0.34692,                 1.0494,                0.43162,                0.93472,                0.99057,                      1,                  0.995,                0.71331,                0.99057,                      1,                  0.995,                0.82975,                 1.2187,                0.92208,                0.81021,                 2.1792,               0.000119,               0.000119,               0.000119
                     98,                0.34661,                 1.0106,                0.42761,                0.93268,                0.99082,                      1,                  0.995,                0.68997,                0.99082,                      1,                  0.995,                0.79408,                 1.2337,                0.87527,                0.76139,                 2.2691,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 0.3337,                   1.02,                0.41747,                0.92546,                0.99062,                      1,                  0.995,                0.67051,                0.99062,                      1,                  0.995,                 0.7635,                 1.2232,                0.95333,                0.74767,                 2.2396,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.32265,                 1.0195,                0.39861,                0.91373,                0.99069,                      1,                  0.995,                0.65015,                0.99069,                      1,                  0.995,                0.76843,                 1.2386,                0.91397,                0.72863,                 2.2732,               5.96e-05,               5.96e-05,               5.96e-05
